There is a man wearing a hat sitting under a TV mounted on a wall.,S001
There are a table with two cakes and champagne glasses and two women serving cake.,S002
There is a stoplight with images drawn on each of the lights.,S003
Some people are standing in the middle of the street lined with motorcycles.,S004
There are series of curved forms around the body.,S005
There is a table set for a dinner of pizza.,S006
There is a red fire hydrant with a chain on a cement sidewalk.,S007
Some people are boarding a parked double decker bus on a busy street.,S008
Andrei looked at Danny moving a yellow chair.,S009
This is a green court.,S010
A young man is looking into the inside of a refrigerator through bottles.,S011
A jockey is racing on a horse in the rain.,S012
The characters are chinese.,S013
A man in blue shirt is sitting on a pile of luggage.,S014
There is a small kitchenette opening up to another room.,S015
The toy train set is set up and being photographed.,S016
Danny put down the bag and the chair it is yellow.,S017
A woman reaching to hit a tennis ball with a racquet.,S018
A pregnant woman is writing on her stomach holding a yellow teddy bear.,S019
This is a blue wall beside a tennis court.,S020
This is the second car in the train.,S021
This is some type of a fair.,S022
A man in a colorful umbrella hat holds an orange.,S023
There is a plate that has food sitting on a table.,S024
A group of police officers is standing in front of a parade.,S025
A woman is pointing a Wii remote right at the camera.,S026
There is a bar with neon lights behind the bottles.,S027
A couple of wood signs are pointing in different directions.,S028
A jogging couple is resting on benches at the pier across the city view.,S029
The traffic lights stand out a lot.,S030
A person in a blue ski suit is racing two girls on skis.,S031
A person in her blue ski suit is racing two girls on skis.,S032
A girl in a dress is leaning back on a cow wearing a straw hat.,S033
Some friends are hand shaking in the baseball stadium.,S034
A metal artwork displays a clock in the middle of a floor.,S035
Eight movers are helping someone move into their new home.,S036
Person airborne over a skateboard as the sun is setting.,S037
A group of military people is running towards a school bus.,S038
A surfer is catching a wave on the ocean.,S039
A motorcycle racer on a track is leaning into a curve.,S040
A hand is holding a hotdog with ketchup mustard and onions wrapped in foil.,S041
A picture of a recently married couple is displayed behind glass.,S042
A man is moving an oven using a dolly.,S043
A very attractive young woman is turning on the water in the shower.,S044
There is a clock on a building with people painted around it.,S045
A small compact car is driving past a furniture store.,S046
This is a wooden bowl of bananas that someone has drawn faces on.,S047
A bunch of buses are driving along a road with cars.,S048
There is a couple of people with bags standing on a escalator.,S049
There is a banana on the stand.,S050
There is a public transit bus on a city street covered in snow.,S051
This is the second highest rail of the jump.,S052
A man gestures over a microwave as he leans on a chair.,S053
An old lady wrapped in a blanket is eating food.,S054
A man is paddle boarding on a city river.,S055
A boat is pulling a water boarder along on a lake.,S056
Several people in soccer uniforms running around with people and stands on the sidelines.,S057
A helmeted man is mounting his well maintained motor cycle.,S058
A person is putting dough into an oven with a spatula.,S059
People are reaching into a broccoli garden and picking broccoli.,S060
A couple of women are walking down a street under a pink umbrella.,S061
Two uniformed people are serving food to guests.,S062
A very crowded street sign is pointing to attractions in multiple directions.,S063
The girl is stretching to reach the tennis ball with her racket.,S064
There is a knife set in a wooden block.,S065
A dog gets its teeth brushed by a man.,S066
The stand is stable.,S067
Two women and four men are playing with a white frisbee.,S068
Two boys are speaking in a classroom with desks and chairs.,S069
There is snow on the trees at a cross country ski race.,S070
There is a line of double decker buses with a clock tower in the background.,S071
A man is putting a coffee cup in a microwave.,S072
This man is putting coins in a meter.,S073
People are putting candles on a cake that is sitting on a plate.,S074
